restaurant_name,city,locality,cuisines,average_cost_for_two,has_table_booking,has_online_delivery,price_range,aggregate_rating,rating_text,votes
Mama Loca,Indore,New Palasia,"Greek, Lebanese",1000,No,No,3,4.2,Very Good,304
Vidorra,Indore,New Palasia,"North Indian, Chinese",1200,No,No,3,4.0,Very Good,404
Cafe Palette,Indore,Old Palasia,"Cafe, Lebanese, Italian",800,No,No,3,3.8,Good,214
Nafees Restaurant,Indore,Old Palasia,"North Indian, Mughlai",850,No,No,3,4.0,Very Good,496
The Creative Kitchen - Radisson Blu Hotel,Indore,"Radisson Blu Hotel, Vijay Nagar","North Indian, Continental, Mexican, Italian",2000,No,No,4,3.8,Good,209
Square - Sayaji Hotel,Indore,"Sayaji Hotel, Vijay Nagar","North Indian, Chinese, Italian",1500,No,No,4,4.3,Very Good,334
Freito,Indore,Vijay Nagar,"Mexican, Italian",650,No,No,2,3.1,Average,26
Cafe Terazza,Indore,Vijay Nagar,"Cafe, Italian, Mexican, Chinese",700,No,No,2,3.9,Good,502
Cafe Yolo,Indore,Vijay Nagar,"Cafe, Fast Food",650,No,No,2,3.8,Good,69
Just My Bakes,Indore,Vijay Nagar,"Cafe, Bakery",500,No,No,2,3.9,Good,69
10 Downing Street,Indore,Vijay Nagar,"North Indian, Chinese",1500,No,No,4,4.0,Very Good,413
Cakesmith's Alley,Indore,Vijay Nagar,"Bakery, Cafe, Fast Food",400,No,No,2,4.3,Very Good,87
The Yellow Chilli,Indore,Vijay Nagar,"North Indian, Mughlai, Seafood",1100,No,No,3,4.1,Very Good,181
Waffle House,Indore,Vijay Nagar,"Cafe, Fast Food",500,No,No,2,4.3,Very Good,171
Mocha,Indore,YN Road,"Cafe, Continental, Italian, Street Food",800,No,No,3,4.0,Very Good,341
Tapri Central,Jaipur,C Scheme,"Cafe, Fast Food, Street Food",750,No,Yes,2,4.7,Excellent,1469
Blackout,Jaipur,C Scheme,"North Indian, European, Continental, Finger Food",1650,No,No,3,3.9,Good,676
Mamu's Infusion,Jaipur,C Scheme,"Italian, Chinese, Mexican, Thai, North Indian",1400,No,Yes,3,4.0,Very Good,582
Nibs Cafe,Jaipur,C Scheme,"Cafe, Italian, Continental",750,No,Yes,2,4.4,Very Good,389
On The House,Jaipur,C Scheme,"Italian, Continental, Mexican, Cafe, Bakery",1300,No,Yes,3,4.4,Very Good,843
WTF,Jaipur,C Scheme,"Continental, Italian, North Indian, Lebanese, Thai",1000,No,No,3,4.0,Very Good,212
Chokhi Dhani,Jaipur,"Chokhi Dhani Village Resort, Tonk Road",Rajasthani,1600,No,No,3,4.3,Very Good,1478
Meraaki Kitchen,Jaipur,Civil Lines,"Modern Indian, Asian",1500,No,No,3,3.9,Good,67
Taruveda Bistro,Jaipur,Civil Lines,"Cafe, Italian, Japanese, Continental",1000,No,Yes,3,4.2,Very Good,633
The Forresta Kitchen & Bar,Jaipur,"Devraj Niwas, Bani Park","Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,No,No,3,4.0,Very Good,916
Monarch Restaurant - Holiday Inn Jaipur City Centre,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam","North Indian, Chinese, Continental, Rajasthani",2300,No,No,4,4.5,Excellent,420
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,Jaipur,"Holiday Inn Jaipur City Centre, Bais Godam","Chinese, Asian",2500,No,No,4,4.3,Very Good,308
Zolocrust - Hotel Clarks Amer,Jaipur,"Hotel Clarks Amer, Malviya Nagar","Italian, Bakery, Continental",2000,No,Yes,4,4.9,Excellent,322
Mutual's,Jaipur,Lal Kothi,"Cafe, Mexican, Italian, North Indian, Fast Food",650,No,Yes,2,4.2,Very Good,198
O2- The Plant Cafe,Jaipur,Lal Kothi,Continental,700,No,No,2,4.1,Very Good,148
Cafe LazyMojo,Jaipur,Malviya Nagar,"Cafe, Mexican, Italian, Continental",800,No,Yes,2,4.3,Very Good,798
Replay,Jaipur,Tonk Road,"North Indian, Continental, Chinese, Italian, Mexican",1500,No,No,3,4.3,Very Good,1121
Sky Beach,Jaipur,Vaishali Nagar,"North Indian, Continental, Chinese, Mexican, Italian, Desserts",1000,No,No,3,2.6,Average,46
Decked Up By Garden Cafe,Jaipur,Vaishali Nagar,"Cafe, Fast Food, North Indian",1200,No,Yes,3,3.9,Good,310
Calzone- Dine & Rooftop Lounge,Jaipur,Vidhyadhar Nagar,"Continental, Mexican, North Indian, Chinese",800,No,Yes,2,3.7,Good,112
Hucka,Kanpur,Arya Nagar,"Chinese, Fast Food",550,No,No,2,3.3,Average,148
The Zaffran,Kanpur,Ashok Nagar,"North Indian, Continental, Asian",800,No,No,3,3.3,Average,51
Gyan Vaishnav,Kanpur,Ashok Nagar,North Indian,400,No,No,2,3.9,Good,97
Liquid,Kanpur,Ashok Nagar,"Finger Food, North Indian, Continental, Italian, Mediterranean",1000,No,No,3,4.0,Very Good,24
Royal Dine - Hotel Royal Cliff,Kanpur,Hotel Royal Cliff,"North Indian, Chinese",1500,No,No,4,4.0,Very Good,54
Urban Crave Express,Kanpur,IIT Kanpur,"Cafe, Italian",600,No,No,2,3.5,Good,43
Atmosphere Grill Cafe Sheesha,Kanpur,Mall Road,"Indian, Chinese, Continental",0,No,No,1,3.6,Good,34
Mr Brown,Kanpur,Mall Road,"Bakery, Desserts, Fast Food",500,No,No,2,3.9,Good,97
Dunkin Donuts,Kanpur,Mall Road,"Desserts, Fast Food",500,No,No,2,4.1,Very Good,87
Little Chef,Kanpur,Mall Road,"North Indian, Fast Food",1000,No,No,3,4.1,Very Good,158
UrbanCrave,Kanpur,Parade,"Cafe, Continental, Desserts, Ice Cream, Italian, Beverages",0,No,No,1,3.9,Good,127
Chin Mi,Kanpur,"Rave 3, Tilak Nagar",Chinese,1500,No,No,4,3.9,Good,86
Tadka,Kanpur,"Rave Moti, Kakadeo",North Indian,1000,No,No,3,3.8,Good,97
Dhuaan,Kanpur,"Status Club, Kanpur Cantonment","North Indian, Mexican, Italian",1500,No,No,4,4.3,Very Good,155
Upper Crust,Kanpur,Swaroop Nagar,"Bakery, Fast Food",350,No,No,2,3.4,Average,49
Anaicha's Food Joint,Kanpur,Swaroop Nagar,"Chinese, North Indian, Continental",850,No,No,3,3.6,Good,106
Aromas,Kanpur,Swaroop Nagar,Fast Food,350,No,No,2,4.1,Very Good,171
Waterside - The Landmark Hotel,Kanpur,"The Landmark Hotel, Mall Road","North Indian, Chinese",3000,No,No,4,3.9,Good,113
Verandah,Kanpur,Tilak Nagar,"Chinese, Italian, Fast Food",1500,No,No,4,3.7,Good,160
Barbeque Nation,Kanpur,"Z Square Mall, Mall Road","North Indian, Mughlai, Lebanese, Arabian, Mediterranean",1400,No,No,3,4.0,Very Good,41
Nawras Seafood Restaurant,Kochi,Chittoor Road,Seafood,1000,No,No,3,4.6,Excellent,289
Ifthar,Kochi,Edappally,Kerala,350,No,No,1,3.8,Good,281
Dhe Puttu,Kochi,Edappally,Kerala,600,No,Yes,2,4.4,Very Good,662
Kashi Art Cafe,Kochi,Fort Kochi,"European, Cafe",600,No,No,2,4.2,Very Good,659
Grand Hotel Restaurant,Kochi,"Grand Hotel, MG Road","North Indian, Kerala, Chinese, Continental",1000,No,No,3,4.2,Very Good,394
Barbeque Nation,Kochi,Kacheripady,"European, North Indian, Mediterranean, American",1500,No,No,3,4.5,Excellent,213
Chiyang,Kochi,Kacheripady,"Chinese, Continental",800,No,No,2,3.7,Good,277
Slice of Spice,Kochi,Kacheripady,"Fast Food, Biryani",400,No,Yes,1,4.0,Very Good,246
Mustake Multicuisine Restaurant,Kochi,Kakkanad,"Chinese, Thai, North Indian, South Indian",1000,No,Yes,3,3.7,Good,145
Palaaram,Kochi,Kakkanad,"Kerala, Fast Food",550,No,No,2,3.7,Good,105
Tonico Cafe,Kochi,Kakkanad,Cafe,400,No,No,1,4.0,Very Good,406
Cafe 17,Kochi,Kaloor,"Cafe, Continental, Italian",700,No,Yes,2,4.4,Very Good,333
ChaiCofi,Kochi,Kaloor,"Cafe, Continental, Italian",800,No,No,2,4.0,Very Good,160
Bloomsbury's Boutique Cafe and Artisan Bakery,Kochi,"LuLu Mall, Edappally","Cafe, Bakery, Desserts",650,No,Yes,2,4.2,Very Good,482
Paragon,Kochi,"LuLu Mall, Edappally","Kerala, South Indian, Continental, North Indian, Seafood, Chinese",900,No,No,2,4.3,Very Good,722
Aangan - Downtown Multicuisine Restaurant,Kochi,Palarivattom,"Chinese, Seafood, North Indian, Biryani",650,No,No,2,4.2,Very Good,146
Ali Baba & 41 Dishes,Kochi,Panampilly Nagar,"Kerala, South Indian, Chinese, Biryani",400,No,No,1,3.5,Good,348
Cocoa Tree,Kochi,Panampilly Nagar,"Italian, Seafood, Mediterranean, Desserts, Cafe",1000,No,No,3,4.3,Very Good,658
French Toast,Kochi,Panampilly Nagar,"Continental, Cafe, Desserts, Bakery",700,No,No,2,4.3,Very Good,312
Thakkaaram,Kochi,Vyttila,"Kerala, South Indian",600,No,No,2,3.6,Good,361
Asia Kitchen by Mainland China,Kolkata,"Acropolis Mall, Kasba ","Asian, Chinese",1400,No,Yes,3,4.6,Excellent,945
Hoppipola,Kolkata,"Acropolis Mall, Kasba ","Italian, Mexican, American, Mediterranean",1200,No,Yes,3,4.2,Very Good,1103
Spice Kraft,Kolkata,Ballygunge,"Continental, Middle Eastern, Asian",1200,No,No,3,4.8,Excellent,1424
Nawwarah,Kolkata,Ballygunge,"Chinese, Cafe, North Indian, Desserts",1000,No,No,3,3.9,Good,326
6 Ballygunge Place,Kolkata,Ballygunge,Bengali,1000,Yes,Yes,3,4.4,Very Good,1778
Mumbai Local,Kolkata,Ballygunge,"North Indian, Chinese, Street Food",1200,Yes,No,3,4.2,Very Good,704
Gabbar's Bar & Kitchen,Kolkata,Camac Street Area,"North Indian, Chinese, Mexican, Italian",1400,Yes,No,3,4.4,Very Good,1484
TGI Friday's,Kolkata,Elgin,"Tex-Mex, American",1800,Yes,Yes,3,4.0,Very Good,911
Santa's Fantasea,Kolkata,Golpark,"Seafood, Chinese",800,No,No,2,4.2,Very Good,2584
India Restaurant,Kolkata,Kidderpore,"Biryani, North Indian, Chinese, Mughlai",800,Yes,Yes,2,4.6,Excellent,1219
Flame & Grill,Kolkata,"Mani Square Mall, Kankurgachi","North Indian, Continental",1500,Yes,No,3,3.9,Good,1064
Barbeque Nation,Kolkata,Park Street Area,"North Indian, Chinese",1600,No,No,3,4.9,Excellent,1753
Mocambo,Kolkata,Park Street Area,"Continental, Italian, North Indian",1050,No,Yes,3,3.5,Good,4464
BarBQ,Kolkata,Park Street Area,"Chinese, North Indian",900,No,Yes,2,4.2,Very Good,5288
Peter Cat,Kolkata,Park Street Area,"Continental, North Indian",1000,No,Yes,3,4.3,Very Good,7574
The Irish House,Kolkata,"Quest Mall, Ballygunge","European, American",1900,No,No,3,4.4,Very Good,2224
Ocean Grill,Kolkata,"Sector 5, Salt Lake","Continental, Seafood, North Indian, Asian",1500,Yes,No,3,3.6,Good,1040
Sigree Global Grill,Kolkata,"Silver Spring Arcade, Science City Area",North Indian,1600,Yes,No,3,4.1,Very Good,1616
What's Up,Kolkata,Southern Avenue,"Cafe, Chinese, Continental",1000,Yes,No,3,4.0,Very Good,1126
Grandson of Tunday Kababi,Lucknow,Aminabad,"Mughlai, Lucknowi",300,No,No,1,4.9,Excellent,1057
Frozen Factory,Lucknow,Gomti Nagar,"Desserts, Ice Cream",200,No,No,1,4.5,Excellent,144
Mocha,Lucknow,Gomti Nagar,"Cafe, Italian, Continental",800,No,No,3,4.6,Excellent,567
Chemistry Cafí©,Lucknow,Gomti Nagar,"Cafe, Continental, Chinese",650,No,No,2,3.5,Good,147
Homeys Cafe,Lucknow,Gomti Nagar,"Cafe, Fast Food",450,No,No,2,3.9,Good,217
Percussion,Lucknow,Gomti Nagar,"Continental, North Indian, Asian",1000,No,No,3,3.7,Good,514
The Urban Terrace,Lucknow,Gomti Nagar,"North Indian, Continental",1100,No,No,3,3.9,Good,268
Free Spirit,Lucknow,Gomti Nagar,"Cafe, Italian",450,No,No,2,4.3,Very Good,106
Spice Caves,Lucknow,Gomti Nagar,"North Indian, Chinese, Mughlai",1200,No,No,3,4.2,Very Good,691
The Chocolate Heaven,Lucknow,Gomti Nagar,"Cafe, Italian, Desserts",400,No,No,2,4.1,Very Good,165
The Pebbles Bistro,Lucknow,Gomti Nagar,European,1000,No,No,3,4.1,Very Good,80
Underdoggs Sports Bar & Grill,Lucknow,Gomti Nagar,"Mediterranean, Italian, American",1300,No,No,3,4.3,Very Good,124
Vintage Machine,Lucknow,Gomti Nagar,"Italian, American, Lebanese",1000,No,No,3,4.3,Very Good,887
Bar Bar,Lucknow,Hazratganj,"Cafe, Chinese, Thai, North Indian, Continental",1000,No,No,3,4.0,Very Good,79
Dastarkhwan,Lucknow,Hazratganj,Mughlai,400,No,No,2,4.4,Very Good,818
The Cherry Tree Cafe,Lucknow,Hazratganj,"Cafe, Bakery",400,No,No,2,4.1,Very Good,288
Royal Sky,Lucknow,Lalbagh,"North Indian, Mughlai, Chinese, Continental",1100,No,No,3,4.2,Very Good,762
L 14 - Renaissance Lucknow Hotel,Lucknow,Renaissance Lucknow Hotel,"North Indian, Continental, South Indian, Chinese, Thai, Asian",2000,No,No,4,4.2,Very Good,149
Barbeque Nation,Lucknow,"Riverside Mall, Gomti Nagar",North Indian,1600,No,No,4,4.7,Excellent,1069
Colours by Royal Cafe - Royal Inn,Lucknow,"Royal Inn, Hazratganj","North Indian, Mughlai, Chinese",1000,No,No,3,4.2,Very Good,411
Cappuccino Blast,Lucknow,Sadar Bazaar,"Cafe, Fast Food",700,No,No,2,4.0,Very Good,587
Basant Restaurant,Ludhiana,"A Hotel, Gurdev Nagar","North Indian, Chinese, Fast Food",800,No,No,2,3.6,Good,93
Hawai Adda,Ludhiana,Aggar Nagar,"North Indian, Chinese, Continental",1500,No,No,3,3.5,Good,17
Indian Summer,Ludhiana,BRS Nagar,"North Indian, Chinese",1400,No,No,3,4.1,Very Good,191
Basant,Ludhiana,Civil Lines,"North Indian, Chinese, South Indian, Fast Food",400,No,No,1,3.9,Good,109
Bistro 226,Ludhiana,Civil Lines,"Italian, Continental, North Indian, Cafe",1400,No,No,3,4.2,Very Good,217
Mocha,Ludhiana,Gurdev Nagar,Cafe,800,No,No,2,3.7,Good,153
Pirates Of Grill,Ludhiana,Gurdev Nagar,"North Indian, Mughlai",1300,No,No,3,3.9,Good,41
Bistro Flamme Bois,Ludhiana,Gurdev Nagar,"Italian, Continental, Mexican, Lebanese",1500,No,No,3,4.1,Very Good,178
Kitchen At 95 - Hyatt Regency,Ludhiana,"Hyatt Regency, Rajguru Nagar","Mediterranean, Chinese, Continental",2000,No,No,4,4.3,Very Good,87
Domino's Pizza,Ludhiana,"Main Market, Sarabha Nagar","Pizza, Fast Food",700,No,No,2,3.6,Good,86
Nando's,Ludhiana,"Main Market, Sarabha Nagar","Portuguese, African",1200,No,No,3,3.8,Good,156
Belfrance Luxury Chocolates,Ludhiana,"Main Market, Sarabha Nagar","Cafe, Continental, Italian, Bakery",1100,No,No,3,4.4,Very Good,138
Hot Breads,Ludhiana,"Main Market, Sarabha Nagar","Continental, Chinese, Italian, Bakery",800,No,No,2,4.2,Very Good,261
